TSNE1,TSNE2
13.727633,-21.840544
1.9677337,-34.038956
-41.72943,-6.57831
41.81312,-27.911259
54.1312,38.839886
13.949026,-47.59464
-26.158627,58.023697
2.8127959,1.8573017
39.271355,-16.3329
-56.705418,27.637129
-1.303819,14.313758
-61.625744,33.018066
2.1263855,-27.178833
59.640247,-22.848703
-26.43683,26.74654
-40.4808,43.704155
-63.632412,26.071524
-46.72082,-52.51545
-15.7620945,2.1401439
-7.962694,-78.6039
15.707772,52.75565
20.586754,8.671239
-27.248234,59.95953
41.72493,44.444218
38.295593,-63.299656
-42.045403,6.25303
-67.4991,-8.337043
-36.949974,21.820917
23.821115,-64.356255
-24.904156,-21.099422
-20.829342,23.385174
4.0659456,81.52414
57.238354,45.631733
-19.631983,36.482014
12.231983,-0.5946766
34.454475,-44.62948
-17.222233,-69.408775
-22.855288,51.248283
-35.703594,24.192709
24.77955,59.318336
-26.515017,-21.420109
43.337986,64.96856
-53.494656,-0.63487184
-48.066097,6.6921134
2.9589524,48.09017
53.326424,21.776083
48.356083,25.548748
49.23531,-39.371223
-18.8014,-31.181198
-43.0885,-51.251133
4.762277,29.42784
47.354523,72.71344
-80.76383,25.750935
-59.339703,32.265976
46.49134,47.104507
-24.712353,24.86168
-39.77134,-53.794422
-28.888628,41.510895
11.461341,-102.67115
-5.8936896,14.218563
-16.691133,-33.87219
37.426193,-28.169605
55.28533,5.750224
-44.459003,45.74658
6.485196,-42.33722
-11.739112,10.893843
-50.980743,-44.717724
-1.2757102,2.7012398
51.60263,42.182613
-53.662697,-35.45008
-56.17568,17.751896
-12.837645,20.954699
-33.412525,-2.2071598
24.226421,-32.653484
-62.34224,-37.91265
-23.290956,61.51714
-9.031743,-49.232677
47.292027,-54.792732
8.391517,7.7476883
-55.440716,-44.67352
21.984571,-39.836704
38.431427,-67.9434
66.40789,22.22572
-22.347507,-1.0182772
49.750126,7.1467886
55.374542,3.0978117
49.60323,9.411224
23.793888,-34.134655
55.067112,-48.73569
-47.99676,-34.760048
2.5754983,23.978731
37.339333,-59.90618
-73.52916,33.685913
-52.67163,-13.324381
-26.607286,22.022976
-38.3665,12.36065
26.799047,15.923223
34.51969,5.907406
-63.654293,24.381178
-42.141186,5.409872
4.6129766,16.871836
-9.657254,-51.66818
-69.52323,18.461723
33.136303,-31.95246
-30.29979,10.193307
-2.7170722,-27.481411
-4.1691856,-58.25533
-46.99367,37.30952
57.98755,24.353167
49.078114,-46.03116
54.364677,-45.74116
1.8332021,30.412088
30.74683,-16.84096
51.883133,39.50988
22.066711,-37.82877
-10.931958,73.84647
-1.5156773,56.847397
-42.220062,-38.639366
41.325775,69.61391
-48.620106,-4.6631145
7.1964273,-104.512474
-8.506542,9.543193
-10.267013,-4.1203256
18.683691,34.785294
53.649178,25.557568
26.310638,2.74325
-25.224352,51.16966
