TSNE1,TSNE2
28.790354,18.411133
7.728807,24.231
37.166218,-0.5231475
-21.868092,-59.230602
10.207296,-26.179157
54.584312,15.661079
44.681503,-27.983612
12.7240925,15.968022
7.3060775,-72.574066
10.076376,-0.38215864
-16.62561,10.63925
-10.817219,-66.97161
-53.070023,14.980491
-4.9107676,29.917059
-37.02388,26.507185
-2.1811821,18.507774
8.670492,-27.392384
-29.899456,-34.146835
-32.475002,41.00278
-25.850306,-12.92412
-18.680836,8.4244585
-17.232302,-69.12747
68.500656,19.008194
19.16782,-45.12579
-23.097197,48.327766
10.6666155,-22.31114
-49.114803,-49.70045
-31.22368,-49.086052
-31.596975,48.583443
-20.173197,29.57257
66.18773,15.411041
-5.5499625,-55.220726
-26.361076,-52.116734
69.9135,30.104742
45.09834,6.204306
46.17459,13.617293
37.30484,-1.45518
6.581258,-40.125584
-59.866707,39.450798
-18.403173,1.4625878
-21.370329,43.2124
-27.338486,-11.658387
-3.9854336,67.1557
8.138989,10.380457
23.47596,-68.434906
7.678975,67.197296
-50.725525,22.348877
19.389894,2.6339326
12.69729,-6.524014
51.439663,23.826199
38.52215,-45.168
11.295103,-35.44142
-16.032084,-51.626034
62.99116,19.51904
-3.936207,65.59183
40.075497,33.389587
11.824392,13.338459
8.281054,-27.446352
44.600903,-40.47651
-38.225708,36.397053
-25.521378,65.112236
-41.51158,16.289387
-0.6174695,62.5078
23.64216,25.784988
-9.623095,79.16601
-57.83668,-22.96675
-38.408257,36.40944
3.407545,48.2503
-45.391983,3.7816427
54.77384,36.345356
10.001493,-75.676704
-83.665306,22.198446
4.0427456,-17.24272
-1.2342328,5.1230025
5.598464,-2.3695567
-38.809566,12.286752
-51.520145,3.0707068
-54.93232,25.724115
-39.321613,-53.565758
-35.153496,37.247604
18.381498,34.63857
20.868256,49.0296
1.5929557,64.24161
38.54281,-34.642315
-16.980297,45.8384
-9.721271,38.633163
11.842831,-102.23134
-34.152203,-8.40318
-24.973225,71.2821
-29.566717,-16.04673
14.566042,40.705875
54.290615,15.379218
47.21331,-2.745759
18.494215,27.012354
42.27123,-9.115676
21.512184,-66.862206
51.72207,-37.64349
15.587896,33.726906
34.325676,1.9100752
52.088253,-52.32481
48.33749,17.466827
-9.60967,79.3769
4.2917852,-25.15997
-29.348364,-42.144783
26.221674,44.744694
-71.82123,28.339672
24.229132,-48.113758
15.30166,39.386654
-8.030118,-37.842113
-43.810173,44.702568
-35.850304,61.921387
-26.47283,27.798544
62.718624,-19.493149
3.9493039,-85.44072
58.874798,23.264338
2.4769495,49.50133
54.148453,-3.9159286
-30.15252,23.998444
19.345808,6.2984767
42.102028,34.68045
36.508797,-68.991066
-53.9715,-8.11655
64.03026,0.7803781
58.61536,9.1140995
-0.066265926,44.060467
-36.768005,-34.06496
-12.2548485,2.3979774
-58.491108,-21.104006
22.595455,58.09974
-10.129157,22.570953
0.010348434,-83.14647
-36.43073,29.287308
62.26571,-23.228428
-23.466324,43.548485
-12.18408,8.530297
-8.695716,-74.10875
4.7725286,49.540882
67.87869,38.311382
-15.403083,-34.790665
-4.56089,48.562363
-30.419924,-37.413914
31.048857,52.336998
33.154568,-57.759293
26.98385,-27.21551
-57.818584,14.947646
51.264267,26.478033
-39.899456,-26.903376
44.76628,-42.88018
-56.189495,-49.788563
61.867256,43.614704
-43.345543,48.096657
16.344656,17.890472
50.490475,4.82269
10.455652,-32.723564
-52.904392,-40.602592
46.17855,-49.41516
34.908127,-27.459003
-5.2687387,-63.427513
2.589782,83.5684
-34.939205,-45.92745
-35.572365,24.206522
-26.200508,56.699665
26.304115,40.99735
-43.25745,-40.11976
28.114119,-65.90618
0.25198564,-74.86872
11.143203,-67.74458
-50.256355,16.968967
60.900707,16.756124
4.53321,53.792854
-20.475008,1.9881688
-12.74344,-47.940945
-2.771579,40.79249
-29.164173,-44.99774
3.2424126,5.2415404
-28.413073,-48.039867
14.236633,27.488163
-38.28948,45.288868
-8.217016,0.1470066
-42.649185,10.775054
9.858275,-5.413373
10.972386,-29.330423
-15.003487,-68.87953
-21.074274,-58.201912
49.057552,38.873474
44.231308,8.985072
-52.414658,27.55861
-24.449522,46.783188
43.121403,37.860775
-80.96634,23.612297
-6.79057,-46.34903
-48.178963,-39.12452
-24.386377,-46.454247
-9.327042,23.720118
-0.13543019,-5.7562304
2.6206515,29.48696
-6.611581,-64.70296
-39.93475,42.5872
-43.087036,36.670776
45.86327,-43.99275
57.98284,-2.6104548
-16.303276,54.95659
-15.748821,20.80449
19.729065,5.497197
17.71055,43.508953
-33.23078,28.084877
4.2084293,63.02555
37.4688,-0.46978843
-34.521984,63.28952
-23.88296,5.339544
66.24172,-5.363212
-20.656998,-39.567986
-21.867577,11.802189
24.273764,-13.28508
-34.005753,61.83696
18.218567,-31.787468
-15.436587,49.960064
67.793396,4.2308564
22.353018,-34.78738
13.836966,58.538555
-32.014854,-47.301437
-24.463383,-50.894657
11.886899,50.9099
52.46475,66.34101
-51.395275,-47.18719
18.245441,14.479988
49.007767,68.67348
-11.961659,18.775812
51.13125,15.452543
-46.17544,-14.78563
-51.952427,-42.14397
-41.213886,-32.743565
53.749016,34.757984
-24.605318,16.71214
13.251593,-58.693634
44.10264,65.84368
-39.04746,-37.324326
-2.0801113,18.3636
-20.211174,34.546116
55.8442,32.526104
46.498825,-52.1665
-58.00737,8.711856
42.178207,-52.433502
40.983875,17.01845
19.07806,-44.24362
-40.99722,-7.4413953
42.561203,-34.645805
-4.2795043,-18.744242
-14.647432,12.41652
28.096285,-33.297096
-6.013745,2.793004
14.051444,-14.774991
-41.50021,8.781949
-12.014659,15.367602
45.747513,19.151833
28.96628,-66.51047
24.170248,-47.29218
11.463543,-102.21393
-37.97844,-39.98512
57.117664,47.310852
-25.931156,24.841034
-9.133078,-74.15887
-45.33268,8.812942
-7.105685,-58.889168
55.441357,9.961925
-16.25182,-65.21843
-23.745495,-63.34745
41.79969,-34.358788
-14.009929,-13.742089
11.86526,3.7188334
56.36692,13.324283
-38.21639,-6.247863
6.182597,-68.18795
-20.871866,61.01671
-9.207045,-13.185065
51.87266,59.578995
-0.20307514,-33.954082
-52.095604,16.637423
61.444553,12.718773
-0.42080915,57.520126
-40.49876,26.293089
15.541363,-24.66787
40.61103,8.763101
74.072365,19.155245
-21.343945,-24.177378
-44.563103,2.0021937
-37.576443,15.6830435
-39.704803,49.31966
39.42417,35.596302
8.476818,14.74099
57.34266,44.891804
13.564689,-2.71664
-16.019716,31.268724
-1.1843587,-78.4889
5.1097417,-42.80194
49.73357,-42.593384
65.84298,22.283382
-53.823128,12.693952
-10.01351,-45.509277
62.406128,24.800219
-81.76949,22.786491
16.016481,38.75938
-12.004271,8.522028
45.961563,69.272705
5.122082,29.48213
-13.686685,31.339184
2.0255928,-35.464394
54.26974,-47.884605
-15.326445,-53.64824
-34.690166,5.509121
6.61907,46.246094
-27.442455,-61.630486
9.481495,-39.049538
56.82043,45.21682
-47.50639,37.5603
54.25729,16.664154
-11.319886,29.485432
-31.306326,-30.696688
48.73783,2.0660236
-23.477562,-5.3869686
9.967182,3.0850964
24.78434,-2.4979362
10.130918,35.98183
15.191695,20.510752
57.689335,47.908813
32.20936,-58.61407
2.884382,24.316395
49.195633,64.82779
2.3610382,-21.73961
-22.995384,3.7175393
-32.760975,2.226148
-44.43742,-43.561516
-68.59402,34.01601
6.5775275,24.859318
-31.608456,49.400078
-57.46643,-32.101944
21.423874,-51.493767
-20.250309,7.91871
-8.212551,32.953304
-39.20875,45.780136
61.972645,40.0375
4.45613,-8.161164
-44.624844,50.035446
54.914845,14.14044
-14.296905,59.025223
-20.77531,-30.054232
-36.10254,19.541304
55.37142,1.6475025
-82.44268,25.553402
-62.188694,35.145058
54.968204,-5.7588477
-45.2738,44.292816
-29.106194,-26.935698
-7.534743,-31.520521
-40.100098,20.272232
-47.02345,-50.859055
-26.03329,45.939327
19.687674,1.2716961
59.78924,34.837456
-3.4890056,-28.15992
-61.099644,-39.58004
61.14898,20.784935
54.482067,42.15702
0.031512592,-34.830418
1.9107578,-33.689606
-32.530937,58.63727
-30.905672,-53.185535
44.339825,34.301895
10.500359,-32.66711
-32.332996,7.7464004
3.4639764,39.374805
8.45402,-20.289162
-14.248415,-13.715032
-12.436628,-64.49469
49.375645,-39.075333
-6.1728663,-52.120632
41.45549,4.426632
2.6012793,29.478477
12.400215,8.016909
-48.493755,-42.208958
8.797852,-31.713213
4.81,42.68419
-24.092876,-64.6718
3.2433639,37.474556
0.9649605,78.81536
2.821597,-80.98432
-19.830585,-57.959694
36.759968,48.644993
12.416277,-103.24815
-54.528847,-7.7931223
-32.810467,11.908023
7.6074796,71.04187
-7.5390625,-64.9894
-7.412476,28.259762
-20.393423,-48.314137
15.060289,-47.510525
-24.490732,-17.832533
53.35416,16.935823
-31.136053,-48.555183
-3.4815018,-4.8196783
5.5470457,-6.5313964
63.700943,-19.475157
-10.192028,24.217043
17.516266,24.038141
51.854706,69.720276
17.348522,-58.585304
-25.318895,-59.42174
-2.9711332,9.6907425
-45.56089,-33.24925
-40.131294,42.57131
-6.774993,15.785064
22.25887,27.543966
49.767128,65.82279
5.6734667,46.233536
-25.74967,55.949303
-17.062723,-66.51821
-41.794117,2.1881042
-11.278752,19.298573
9.282901,24.88672
4.2993917,-7.8882704
-44.6085,-19.548056
-17.269417,50.82233
-36.638702,2.331277
7.4062486,66.73542
-11.160326,-11.982634
-60.750023,-49.34583
-36.905544,-3.1373847
60.639965,10.488579
-34.265194,-31.2997
-3.2001467,-78.87724
-34.497627,3.4071155
-56.80859,-6.743197
2.5377393,23.857971
14.915406,-18.078148
-34.98952,-49.67449
45.71369,19.344881
6.567563,63.671844
-3.3412266,43.951046
-18.26335,-67.44835
8.7857685,30.822206
-10.618075,27.312355
-82.74955,22.717543
-19.35312,-38.989975
7.4101825,-105.30393
8.370457,-16.171722
-27.387474,47.41848
-54.824135,27.635334
-48.758137,-36.960007
-36.243286,-49.15429
-67.2108,33.42794
-30.294289,18.650604
46.48644,13.681221
10.293146,-102.943634
-9.799709,-20.835646
61.20826,31.512093
38.590374,-22.175438
-26.80948,-7.843663
23.164164,-20.500664
69.10882,12.219318
-5.400908,-30.46072
17.88368,59.294174
49.627827,27.661907
-67.25788,33.402702
-0.67373514,0.17583004
-72.36543,25.399044
27.422625,48.93314
30.88688,6.866268
11.803712,8.580395
19.422054,-37.56075
-7.7668786,-18.75649
61.771244,4.8251543
45.311817,17.38213
25.1976,9.978881
54.27064,-47.47743
-1.7211131,-36.306435
-57.44634,39.54879
5.64027,12.847761
-37.784008,14.163162
-31.917004,-52.738914
-31.558828,20.516771
49.042072,16.714851
-17.06685,69.532234
35.898743,-10.503847
19.635689,-57.777122
-31.675055,50.940895
49.461372,-39.80817
-59.62634,22.0564
-63.17376,-38.66893
63.760994,-1.7510086
25.754263,40.410744
26.21974,15.511671
51.75997,25.24262
-63.32685,-42.073395
-7.508977,-63.48275
-33.520554,20.119291
-61.692093,-47.726677
-21.586615,30.63959
-38.359325,14.170139
45.948997,-46.961555
46.255527,-33.16105
56.744663,-4.406846
-7.6404862,-64.82511
55.91637,-24.536165
30.153137,26.196177
7.5229,16.917032
-5.1027427,-36.46938
-27.197905,8.661094
25.627686,-27.888657
15.400005,24.034513
-62.951046,-43.283382
15.679153,39.030457
-5.310085,37.208183
65.71094,11.445342
9.002587,28.159452
76.73068,14.531044
-3.0111496,-57.67703
-2.6950371,60.714146
-74.17046,26.483118
-25.003483,30.037132
5.4805083,31.981203
26.496222,39.242195
-15.24302,35.437374
-5.621811,25.905912
-20.301573,1.6073941
55.369617,-21.707767
31.224527,-34.810303
-13.224952,27.472641
47.342285,-37.576046
28.541689,-31.64595
40.2083,67.77931
48.027607,-62.80279
5.0511203,-63.793427
-24.771694,61.467022
-45.813057,-40.04497
66.87271,-2.0906916
-10.289258,68.66105
-23.377699,-19.618893
49.8851,33.744125
-16.160833,-10.096087
-46.274345,11.478782
-73.8509,28.362873
18.812197,53.85264
-23.466845,8.28955
20.387285,8.755958
-35.402657,-45.829315
23.337233,55.075172
15.853586,-53.659588
-19.270657,48.853107
-8.084619,-0.086201966
-41.120075,21.318245
-77.844215,26.010345
51.269894,9.333004
40.24296,-42.05632
50.73888,18.551424
-27.53504,-49.01009
73.711494,9.601643
38.937317,-47.457886
53.668545,64.947945
-2.384967,5.914
-28.536058,-29.94616
-56.63228,27.874666
17.179558,1.1141005
40.5432,-32.679096
-3.5539107,-49.768093
43.749554,65.9158
20.898571,56.5313
44.782448,-40.648582
-3.8498056,-49.985325
-15.074669,-61.079037
22.140179,11.114536
2.9521239,56.506397
-58.136837,-44.63326
-11.655489,14.282044
-34.083736,47.722214
63.207466,0.84036654
34.9111,-66.9799
2.343929,-26.214418
48.451614,-32.2373
-4.3449826,46.956676
-14.831525,-69.14116
-23.052954,53.959248
-44.22046,-37.483524
-7.925153,-13.147088
-41.21617,7.1773357
0.45381683,-33.793644
44.521416,2.4198003
-38.306667,9.7883625
-21.722137,-18.703243
-11.400763,-54.369682
58.819057,-21.352724
2.8760467,50.65589
75.52527,16.53062
37.159935,25.367138
-37.126114,-52.936325
14.845382,18.527006
12.433972,-80.09871
-22.00173,4.1341777
-25.15568,-3.1630063
31.757936,-59.502625
-22.565594,12.225283
4.0638905,54.45271
-54.693275,33.811684
-10.787055,31.940716
64.22962,6.219949
-3.65537,29.536928
-26.280241,-3.4811873
-9.795307,66.9083
-55.33455,-50.528927
-51.882694,-52.58128
-49.763794,-45.791595
49.763943,-34.54539
45.02691,-33.02349
-22.124601,41.961163
-53.48238,-1.6836786
6.1671605,-74.3285
5.8127556,6.1136947
-4.2968864,86.60223
-18.121256,-11.589674
-29.77027,33.151768
38.266224,-38.36333
-57.874714,-23.408026
-42.974133,19.824163
12.59185,56.80976
-4.6388164,-19.02531
-16.126863,-34.012993
-9.715929,-31.883749
10.512694,4.0830445
-47.52624,-9.734631
-40.052788,-14.046542
-33.342216,-60.05621
39.52366,-50.278107
-48.258743,6.8430605
5.9217844,49.176086
16.070488,-3.0288987
31.226648,-7.9696264
-5.2726493,-50.51193
11.633654,-35.60057
-42.962723,16.088844
-26.274567,35.70204
44.417385,54.652985
-10.339379,49.939846
-23.607292,63.247143
-61.562126,44.301434
12.477422,5.277845
39.24885,-50.911335
22.322746,-57.456062
49.37429,34.220325
-28.929129,3.576919
-47.85698,-3.1834917
54.146027,-3.9308202
17.843798,26.98406
-29.498007,64.93441
-23.43051,30.510702
-37.781292,-32.83103
10.561001,35.66072
-45.49279,-19.907444
24.20539,-8.823262
-48.163994,-1.2111412
-23.310795,-35.60683
-40.967484,35.804348
14.893253,-57.44618
-49.957516,-45.50661
45.12678,38.72524
-15.846621,35.254845
22.563742,26.598253
34.428345,2.239329
-48.469723,45.40659
-6.0958924,65.22438
-12.089924,-62.14657
5.299214,-28.845514
-12.93539,20.944635
-55.80439,-29.963291
-57.95531,-45.161976
5.5333385,-64.79643
2.6389768,80.83715
-39.4053,49.686985
15.190826,0.51996225
-55.239967,23.182886
28.024536,37.53892
-34.091663,58.348648
-3.4935179,-19.382895
-52.725044,-43.16965
4.9346323,-40.120224
27.176067,-38.55478
-29.185537,-45.041374
6.757584,-84.39318
26.884995,4.271492
28.084467,37.585674
39.62216,-63.21151
-39.695175,-32.862114
19.073654,-40.76413
-51.263058,13.7556505
6.97209,-75.52396
18.79511,-50.944527
53.735535,28.637114
-19.698221,20.04885
-52.971416,-43.05154
44.958847,8.155452
-53.028557,26.144482
24.504189,39.311188
-40.598614,-1.7460064
-4.23105,-67.2009
2.5840762,-81.73835
53.769325,4.5971313
-14.431789,24.354105
34.909378,-21.814318
9.916295,17.860514
28.873714,-28.327484
-3.5775154,44.382492
22.564106,59.97217
-15.271843,59.023815
-5.1742506,-69.35903
-28.215935,36.919712
31.918783,-54.64411
26.80703,41.896313
-0.28184608,37.54901
45.7922,29.25775
3.6547399,-82.90782
15.964848,-53.066307
5.682305,15.192073
3.9638844,81.24646
-32.77234,-0.28102922
73.44703,-1.5497472
-28.513763,-47.799976
71.041245,16.274261
11.39285,51.74991
46.96573,-46.80818
-27.010506,-21.98372
44.98949,-45.942635
3.1397297,-33.48132
44.219284,-44.692833
16.416405,26.32066
3.4677782,46.903286
-33.19884,51.437
14.311085,-20.488613
-39.483467,-14.1631
47.834625,7.7043815
65.96211,16.630024
-35.204372,10.509847
12.966036,-52.80881
-42.86414,-41.323845
29.070368,23.935665
-13.321348,-52.6675
16.898066,13.375249
-2.2055426,-70.82875
-43.65016,-27.968828
-28.377445,2.6206956
10.825386,42.54907
-9.570255,-24.094385
10.654958,27.900633
-20.625013,-25.51712
53.072178,21.391
20.372574,-61.18396
54.14985,-46.868053
52.458675,-49.51503
-24.472092,-33.95055
59.53784,39.49678
14.874138,-20.514519
4.4532213,-16.88488
-45.473564,-49.564262
2.1850574,-19.087044
36.03045,33.968643
-38.167885,38.930107
61.545017,17.732872
-6.4826107,61.722313
64.72733,26.595346
27.857475,33.992683
-62.328606,33.243423
-39.1994,-14.281431
-11.166063,54.75009
7.6088185,-35.501823
18.742235,-19.631395
-46.753918,19.88039
3.77453,-53.47822
-46.790546,-46.665176
71.449135,9.407575
-24.420105,2.813475
-31.785429,9.971571
-28.290485,3.6173832
-70.74328,25.309036
21.762396,16.018528
14.605125,53.36562
-19.233028,-28.97652
-72.84804,25.741592
38.382214,13.254453
54.53827,33.530296
-2.90695,81.60784
-44.23232,35.799305
-42.958363,-38.652416
-22.149054,-34.850563
34.246292,1.6121926
-23.309736,5.703273
-62.507698,41.83269
49.784607,-51.696064
12.415512,-47.29241
-41.02873,22.648712
63.590714,-1.4979786
-35.608982,-44.855038
17.986988,60.724735
-13.157258,6.982936
8.482547,7.886442
-34.07011,-4.14176
56.023968,22.310003
32.223717,-5.290326
6.356097,-37.834854
4.174655,17.878822
34.180733,-29.624235
-27.026215,9.909956
-11.731603,41.438065
-39.08193,-42.352894
14.15418,-25.054287
-21.587639,69.58445
-52.377293,4.8577757
-3.475563,-2.5909593
-8.5425005,-33.659016
-21.707283,53.589108
10.09013,-30.39745
18.517916,-11.689104
-19.525478,7.6741595
-19.816116,24.95842
19.744324,-48.44433
6.715218,3.8838031
43.584892,74.13818
51.16705,42.92114
29.234982,-69.08934
-59.93882,39.40861
12.151603,25.801886
13.55841,-47.557896
24.407818,-14.348367
41.758545,-31.619745
-59.853455,-53.455906
16.881441,-63.2753
57.091972,14.471576
-32.775536,38.4945
-21.481201,-56.01504
-10.435291,15.952677
34.28977,-39.83168
24.079351,-53.09689
7.8991766,32.97278
-39.08932,4.9491053
27.158998,-57.71785
46.046757,68.8187
11.498765,50.980915
9.835673,31.968893
30.349026,-52.65862
-51.926056,-24.716719
-40.571316,4.092475
-34.809658,59.136562
5.4614954,46.2288
9.861123,56.793224
-38.00163,-33.488647
47.350468,-50.90208
-58.52381,-58.068874
-5.523165,-72.451866
-21.153574,-19.551619
55.178005,-24.998014
-10.181415,69.27656
-42.87648,46.820972
50.08769,3.2316995
-37.97106,12.426868
72.78227,27.583767
-42.974392,10.65928
-66.85312,45.261047
-47.355385,46.723137
-13.485016,-11.993729
-40.275986,28.337502
-46.94894,-10.593676
76.57298,13.754253
12.491561,18.04152
40.347122,16.512573
48.398872,63.965122
37.138924,-37.159008
-80.78191,23.549038
2.2522554,-24.554302
-48.51613,50.02037
46.51308,21.105112
-11.004408,35.935112
7.611502,47.275383
-8.437907,-50.46244
-26.434763,32.141132
25.11773,12.733367
44.989723,-45.21053
-22.683832,12.991337
1.5830553,-84.70041
42.020073,42.302532
-25.680946,-8.978084
-78.661995,27.019882
4.2080417,-26.361425
48.971695,11.531362
-74.34693,33.428616
18.81449,0.24970767
-9.455558,-32.065426
56.953396,47.165695
22.53507,-39.120255
-52.653263,-35.550587
-35.449074,11.106516
-20.235548,36.864925
-21.190273,61.932182
0.6895117,49.60012
24.801268,18.078003
11.885887,47.046337
32.877205,-62.07395
27.16148,-43.497814
68.26957,12.05405
-11.141411,-15.064737
-28.360981,17.314096
55.407436,3.0987263
68.27677,12.091581
-21.748037,-38.53309
47.889904,62.71733
-13.428724,-29.774858
-27.015757,-64.33841
28.077038,-0.4229851
47.053074,36.40793
-34.930573,-12.594165
58.42352,26.58937
-71.710785,24.092407
-51.295006,-7.2495637
45.474606,-35.125507
0.3117606,76.86985
-31.434675,41.640995
16.734713,-20.344553
75.403625,11.007896
26.459393,-44.754204
-78.12084,26.043224
22.033316,16.215181
-47.755142,21.38709
12.972693,53.54303
38.145275,7.762692
20.122389,-17.850435
48.92849,11.795518
-55.40515,33.223957
12.033893,64.80198
60.57384,3.9136755
28.434715,-52.31418
46.39023,-33.680027
-32.5096,-61.327957
4.1038566,78.91443
-32.11484,15.838223
-3.396673,86.58781
48.282066,26.662657
17.347582,17.826475
21.768682,13.800965
23.957169,-53.10096
-53.498756,30.089031
-41.38995,9.65012
27.593893,-70.04033
41.89577,28.487623
-7.88157,18.58356
64.232445,15.982348
4.4100785,-108.29384
39.899055,-66.05962
-34.474777,52.31565
43.970703,22.904997
-67.30966,39.814354
13.271048,-47.419067
-53.792217,28.400583
40.400356,28.51694
-11.445989,74.79566
-35.18129,45.37782
-34.127285,59.11874
-2.7183833,7.291662
-32.65532,11.6684065
18.321272,-1.5161823
-10.287053,-82.53623
-21.0668,-30.697298
2.00919,57.255325
-39.828487,-10.877681
9.381364,-26.92927
-27.92314,61.620667
-5.3351345,79.75673
6.3911386,-7.361542
-39.093906,26.38167
-3.2329974,-58.151993
-60.008858,-42.05937
-28.68886,67.09899
-19.509459,48.9706
66.315285,33.70288
16.004225,2.8744507
-22.76068,69.31482
-37.93168,30.862913
-30.67901,-25.443419
-32.4236,11.111921
-9.041705,63.728172
-0.9733947,4.961104
-31.494967,20.647232
49.18801,-43.96797
29.433466,48.35555
-9.224796,21.946655
2.588343,64.9988
59.258194,-2.684016
4.219966,15.765069
9.73386,-23.897915
-24.719152,-3.0225008
-30.81749,-41.74387
7.9840865,50.353077
45.15406,38.69787
-7.24653,-44.801548
5.6425366,-26.301062
56.313877,6.6946573
-51.450356,-51.332397
64.19266,5.7832947
-53.48631,-25.221842
51.8594,61.78791
-0.73599315,43.537777
-22.033327,-56.254185
-13.362724,23.80197
16.398497,-59.644325
-41.16282,13.027371
52.49496,15.567076
-25.310963,45.17414
-11.589516,-15.827395
5.108471,-83.56322
43.139015,-1.564621
15.966244,50.7277
-8.7289505,-32.066772
-33.931923,27.965965
65.99707,2.8773239
32.417107,-64.96421
29.0103,-38.277416
-52.596825,-0.3570845
-18.085905,-64.66099
-2.4129684,-23.339626
-41.898323,11.02351
-10.5687065,62.531338
6.047599,-67.00997
22.767015,-49.944435
-19.99941,-53.627224
-32.559994,17.039022
-13.290139,-12.823754
66.02646,14.909158
1.5534617,-5.8380814
-7.9431133,-45.975086
-41.672462,47.376114
-18.304071,-60.764397
-26.763529,-25.372602
13.716295,53.02592
-50.40458,-49.895287
-47.579334,-44.589874
60.738438,-17.359282
-61.65491,-31.91855
-19.655624,56.35624
13.645219,-20.49866
-2.3024793,4.213944
16.912525,47.70735
12.047483,-102.93018
41.850895,-51.89163
-38.18936,26.368061
20.93061,-1.2053199
-3.1798458,20.086025
-40.13871,1.2937866
44.528004,72.95721
-20.642462,-13.518967
14.489983,44.78451
-39.60065,41.386353
74.117935,22.005672
-10.7966795,-53.294785
41.96678,68.717636
13.132661,1.8296392
60.463013,43.359955
0.59299284,-68.7316
-45.437286,-61.12228
-16.103241,31.27346
15.862927,10.386639
-1.500844,62.430588
-70.784355,27.241192
40.08817,37.33966
-0.632287,-17.279976
28.999887,-10.781874
-5.9418035,38.636894
0.146472,-82.0637
-55.6128,9.094892
-53.8475,15.401485
-31.2187,-5.8390107
-29.470612,13.368229
-53.61272,-5.3192363
70.05841,19.43379
-32.384388,-51.006622
-53.26638,-3.8819737
43.213833,44.471443
-10.223717,2.3143725
-21.109198,34.71299
13.229398,-34.94911
11.355947,-29.987072
44.260258,61.447918
14.252458,32.888947
-45.24135,23.332659
45.853683,-59.90531
-28.082195,-62.671204
-31.359442,5.612691
-46.22963,-61.411118
-6.763864,-58.827023
-2.6121833,-64.18407
51.19667,35.9068
-5.309839,-82.60175
-7.956034,78.0751
1.8260252,-54.80697
57.093964,0.69017804
-7.977926,21.324125
12.407652,-76.94585
6.6478906,61.895866
29.78877,-56.326633
60.575478,40.25297
-5.6319757,22.85271
-19.398256,2.2544484
-23.134611,-18.995237
44.471798,16.68928
-10.78689,42.705982
-28.36267,-7.0905643
5.891255,-12.400072
19.84058,27.096025
10.21985,-22.485092
-59.919693,-42.540356
3.4992738,-105.457924
32.58749,1.5918641
52.55107,21.883303
-36.09949,-34.107933
8.741331,-59.109413
-19.016779,31.425299
-15.242485,1.152757
30.413305,-16.97141
61.331425,4.3093576
4.215954,-40.37404
60.194923,-22.656578
-64.01095,-44.98912
31.187477,-60.83547
0.17740576,-32.015175
-30.636246,45.95088
-10.680334,-67.21649
7.745534,-23.509212
19.762873,2.8530583
33.187336,-38.86185
-3.1785421,50.477135
11.73821,64.82139
-45.45288,-15.004658
15.6621895,-13.852971
42.65401,-29.738764
-38.934605,-14.331886
5.888181,-66.33618
2.5882366,65.51426
28.518145,-31.293808
-36.814922,60.477314
-1.7808908,1.8419096
-10.962403,-14.43295
55.51371,-0.9340399
-79.0416,27.253437
-38.41558,-27.277187
43.473785,28.621178
-65.79551,19.23227
-10.049366,0.40331236
37.371548,-4.322221
28.303354,-52.31974
-37.506382,-59.11077
51.17822,36.32801
10.762806,-22.92424
-11.244105,49.09284
-9.141048,-52.98474
15.388144,-0.1722807
-42.771183,31.154285
-21.568378,-7.812292
31.280048,0.6474644
-10.206123,46.916447
-9.909097,-1.0687212
-40.804195,6.7509007
65.141556,29.44789
-59.319897,-46.19632
15.8459635,-24.646212
-14.615067,69.93851
-21.505722,-26.024406
50.19222,14.522255
3.817804,1.3252177
-32.91871,1.596457
-68.52582,34.25395
6.832258,-72.63894
3.3155994,-85.573975
-33.226707,38.558952
-42.93449,39.360916
-22.600002,26.592537
-11.140618,-43.266865
4.089358,-11.795524
20.951996,41.26977
-9.089675,2.2242293
-6.4236326,83.65852
55.78112,47.091675
42.992004,-64.23376
-46.199696,37.887444
49.819958,43.203106
60.052837,8.465431
-3.9975152,74.04853
-24.793299,41.57769
4.1957574,51.566864
-29.563168,-32.716187
50.829525,4.236487
-34.02014,28.51615
1.7801329,-32.006016
-21.297386,60.648346
-51.0691,24.756525
-20.660002,-13.567087
-37.575363,-50.862762
23.885668,-8.818228
61.485558,-25.002974
-4.237781,26.413322
-20.124502,46.659435
-43.299732,-41.01344
-49.254677,-6.5295644
51.74369,-0.8198875
-10.300977,-30.461895
-20.41771,-24.349667
-1.5121003,85.9973
35.00758,-8.817108
-50.952454,-41.521503
-45.471813,-61.156986
64.000496,5.6391478
-60.641544,38.87492
-61.432114,-32.72875
13.603059,-20.685875
24.578339,-52.881844
-20.42271,-0.30606005
-66.62741,3.9673219
-34.59918,-41.121494
-21.503916,45.25011
13.566798,21.016668
63.00488,10.110711
-4.352714,-10.435967
34.41599,28.47038
-21.838129,-49.70466
40.11824,4.3635592
-24.628689,36.666004
-51.76166,4.4772635
-19.468643,-35.009636
0.70624244,7.1683474
31.00914,-24.833233
-13.714476,-32.880653
44.421272,69.03835
-47.9336,-21.326164
5.167477,-44.302616
16.464485,36.36041
-58.51326,44.236553
25.306427,37.68884
26.2349,2.8828573
15.360971,-13.516221
22.109594,-39.46348
-5.9457808,78.80346
-24.103079,48.142586
54.037308,9.932643
-5.8785057,-47.454052
3.1852655,16.221212
10.798665,27.906654
-3.7009525,32.444683
16.221725,62.738483
-11.287094,-43.976448
-20.802624,-40.252464
